
> gildedtros@1.0.0 prestart
> npm run build


> gildedtros@1.0.0 build
> tsc


> gildedtros@1.0.0 start
> node dist/test/text-test-fixture.js 500

AXXES CODE KATA - GILDED TROS
-------- day 0 --------
name, sellIn, quality
Ring of Cleansening Code, -366, 0
Good Wine, -374, 50
Elixir of the SOLID, -371, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -361, 0
Backstage passes for Re:Factor, -366, 0
Backstage passes for HAXX, -371, 0
Duplicate Code, -373, 0
Long Methods, -373, 0
Ugly Variable Names, -373, 0

-------- day 377 --------
name, sellIn, quality
Ring of Cleansening Code, -367, 0
Good Wine, -375, 50
Elixir of the SOLID, -372, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -362, 0
Backstage passes for Re:Factor, -367, 0
Backstage passes for HAXX, -372, 0
Duplicate Code, -374, 0
Long Methods, -374, 0
Ugly Variable Names, -374, 0

-------- day 378 --------
name, sellIn, quality
Ring of Cleansening Code, -368, 0
Good Wine, -376, 50
Elixir of the SOLID, -373, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -363, 0
Backstage passes for Re:Factor, -368, 0
Backstage passes for HAXX, -373, 0
Duplicate Code, -375, 0
Long Methods, -375, 0
Ugly Variable Names, -375, 0

-------- day 379 --------
name, sellIn, quality
Ring of Cleansening Code, -369, 0
Good Wine, -377, 50
Elixir of the SOLID, -374, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -364, 0
Backstage passes for Re:Factor, -369, 0
Backstage passes for HAXX, -374, 0
Duplicate Code, -376, 0
Long Methods, -376, 0
Ugly Variable Names, -376, 0

-------- day 380 --------
name, sellIn, quality
Ring of Cleansening Code, -370, 0
Good Wine, -378, 50
Elixir of the SOLID, -375, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -365, 0
Backstage passes for Re:Factor, -370, 0
Backstage passes for HAXX, -375, 0
Duplicate Code, -377, 0
Long Methods, -377, 0
Ugly Variable Names, -377, 0

-------- day 381 --------
name, sellIn, quality
Ring of Cleansening Code, -371, 0
Good Wine, -379, 50
Elixir of the SOLID, -376, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -366, 0
Backstage passes for Re:Factor, -371, 0
Backstage passes for HAXX, -376, 0
Duplicate Code, -378, 0
Long Methods, -378, 0
Ugly Variable Names, -378, 0

-------- day 382 --------
name, sellIn, quality
Ring of Cleansening Code, -372, 0
Good Wine, -380, 50
Elixir of the SOLID, -377, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -367, 0
Backstage passes for Re:Factor, -372, 0
Backstage passes for HAXX, -377, 0
Duplicate Code, -379, 0
Long Methods, -379, 0
Ugly Variable Names, -379, 0

-------- day 383 --------
name, sellIn, quality
Ring of Cleansening Code, -373, 0
Good Wine, -381, 50
Elixir of the SOLID, -378, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -368, 0
Backstage passes for Re:Factor, -373, 0
Backstage passes for HAXX, -378, 0
Duplicate Code, -380, 0
Long Methods, -380, 0
Ugly Variable Names, -380, 0

-------- day 384 --------
name, sellIn, quality
Ring of Cleansening Code, -374, 0
Good Wine, -382, 50
Elixir of the SOLID, -379, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -369, 0
Backstage passes for Re:Factor, -374, 0
Backstage passes for HAXX, -379, 0
Duplicate Code, -381, 0
Long Methods, -381, 0
Ugly Variable Names, -381, 0

-------- day 385 --------
name, sellIn, quality
Ring of Cleansening Code, -375, 0
Good Wine, -383, 50
Elixir of the SOLID, -380, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -370, 0
Backstage passes for Re:Factor, -375, 0
Backstage passes for HAXX, -380, 0
Duplicate Code, -382, 0
Long Methods, -382, 0
Ugly Variable Names, -382, 0

-------- day 386 --------
name, sellIn, quality
Ring of Cleansening Code, -376, 0
Good Wine, -384, 50
Elixir of the SOLID, -381, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -371, 0
Backstage passes for Re:Factor, -376, 0
Backstage passes for HAXX, -381, 0
Duplicate Code, -383, 0
Long Methods, -383, 0
Ugly Variable Names, -383, 0

-------- day 387 --------
name, sellIn, quality
Ring of Cleansening Code, -377, 0
Good Wine, -385, 50
Elixir of the SOLID, -382, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -372, 0
Backstage passes for Re:Factor, -377, 0
Backstage passes for HAXX, -382, 0
Duplicate Code, -384, 0
Long Methods, -384, 0
Ugly Variable Names, -384, 0

-------- day 388 --------
name, sellIn, quality
Ring of Cleansening Code, -378, 0
Good Wine, -386, 50
Elixir of the SOLID, -383, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -373, 0
Backstage passes for Re:Factor, -378, 0
Backstage passes for HAXX, -383, 0
Duplicate Code, -385, 0
Long Methods, -385, 0
Ugly Variable Names, -385, 0

-------- day 389 --------
name, sellIn, quality
Ring of Cleansening Code, -379, 0
Good Wine, -387, 50
Elixir of the SOLID, -384, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -374, 0
Backstage passes for Re:Factor, -379, 0
Backstage passes for HAXX, -384, 0
Duplicate Code, -386, 0
Long Methods, -386, 0
Ugly Variable Names, -386, 0

-------- day 390 --------
name, sellIn, quality
Ring of Cleansening Code, -380, 0
Good Wine, -388, 50
Elixir of the SOLID, -385, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -375, 0
Backstage passes for Re:Factor, -380, 0
Backstage passes for HAXX, -385, 0
Duplicate Code, -387, 0
Long Methods, -387, 0
Ugly Variable Names, -387, 0

-------- day 391 --------
name, sellIn, quality
Ring of Cleansening Code, -381, 0
Good Wine, -389, 50
Elixir of the SOLID, -386, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -376, 0
Backstage passes for Re:Factor, -381, 0
Backstage passes for HAXX, -386, 0
Duplicate Code, -388, 0
Long Methods, -388, 0
Ugly Variable Names, -388, 0

-------- day 392 --------
name, sellIn, quality
Ring of Cleansening Code, -382, 0
Good Wine, -390, 50
Elixir of the SOLID, -387, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -377, 0
Backstage passes for Re:Factor, -382, 0
Backstage passes for HAXX, -387, 0
Duplicate Code, -389, 0
Long Methods, -389, 0
Ugly Variable Names, -389, 0

-------- day 393 --------
name, sellIn, quality
Ring of Cleansening Code, -383, 0
Good Wine, -391, 50
Elixir of the SOLID, -388, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -378, 0
Backstage passes for Re:Factor, -383, 0
Backstage passes for HAXX, -388, 0
Duplicate Code, -390, 0
Long Methods, -390, 0
Ugly Variable Names, -390, 0

-------- day 394 --------
name, sellIn, quality
Ring of Cleansening Code, -384, 0
Good Wine, -392, 50
Elixir of the SOLID, -389, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -379, 0
Backstage passes for Re:Factor, -384, 0
Backstage passes for HAXX, -389, 0
Duplicate Code, -391, 0
Long Methods, -391, 0
Ugly Variable Names, -391, 0

-------- day 395 --------
name, sellIn, quality
Ring of Cleansening Code, -385, 0
Good Wine, -393, 50
Elixir of the SOLID, -390, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -380, 0
Backstage passes for Re:Factor, -385, 0
Backstage passes for HAXX, -390, 0
Duplicate Code, -392, 0
Long Methods, -392, 0
Ugly Variable Names, -392, 0

-------- day 396 --------
name, sellIn, quality
Ring of Cleansening Code, -386, 0
Good Wine, -394, 50
Elixir of the SOLID, -391, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -381, 0
Backstage passes for Re:Factor, -386, 0
Backstage passes for HAXX, -391, 0
Duplicate Code, -393, 0
Long Methods, -393, 0
Ugly Variable Names, -393, 0

-------- day 397 --------
name, sellIn, quality
Ring of Cleansening Code, -387, 0
Good Wine, -395, 50
Elixir of the SOLID, -392, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -382, 0
Backstage passes for Re:Factor, -387, 0
Backstage passes for HAXX, -392, 0
Duplicate Code, -394, 0
Long Methods, -394, 0
Ugly Variable Names, -394, 0

-------- day 398 --------
name, sellIn, quality
Ring of Cleansening Code, -388, 0
Good Wine, -396, 50
Elixir of the SOLID, -393, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -383, 0
Backstage passes for Re:Factor, -388, 0
Backstage passes for HAXX, -393, 0
Duplicate Code, -395, 0
Long Methods, -395, 0
Ugly Variable Names, -395, 0

-------- day 399 --------
name, sellIn, quality
Ring of Cleansening Code, -389, 0
Good Wine, -397, 50
Elixir of the SOLID, -394, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -384, 0
Backstage passes for Re:Factor, -389, 0
Backstage passes for HAXX, -394, 0
Duplicate Code, -396, 0
Long Methods, -396, 0
Ugly Variable Names, -396, 0

-------- day 400 --------
name, sellIn, quality
Ring of Cleansening Code, -390, 0
Good Wine, -398, 50
Elixir of the SOLID, -395, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -385, 0
Backstage passes for Re:Factor, -390, 0
Backstage passes for HAXX, -395, 0
Duplicate Code, -397, 0
Long Methods, -397, 0
Ugly Variable Names, -397, 0

-------- day 401 --------
name, sellIn, quality
Ring of Cleansening Code, -391, 0
Good Wine, -399, 50
Elixir of the SOLID, -396, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -386, 0
Backstage passes for Re:Factor, -391, 0
Backstage passes for HAXX, -396, 0
Duplicate Code, -398, 0
Long Methods, -398, 0
Ugly Variable Names, -398, 0

-------- day 402 --------
name, sellIn, quality
Ring of Cleansening Code, -392, 0
Good Wine, -400, 50
Elixir of the SOLID, -397, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -387, 0
Backstage passes for Re:Factor, -392, 0
Backstage passes for HAXX, -397, 0
Duplicate Code, -399, 0
Long Methods, -399, 0
Ugly Variable Names, -399, 0

-------- day 403 --------
name, sellIn, quality
Ring of Cleansening Code, -393, 0
Good Wine, -401, 50
Elixir of the SOLID, -398, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -388, 0
Backstage passes for Re:Factor, -393, 0
Backstage passes for HAXX, -398, 0
Duplicate Code, -400, 0
Long Methods, -400, 0
Ugly Variable Names, -400, 0

-------- day 404 --------
name, sellIn, quality
Ring of Cleansening Code, -394, 0
Good Wine, -402, 50
Elixir of the SOLID, -399, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -389, 0
Backstage passes for Re:Factor, -394, 0
Backstage passes for HAXX, -399, 0
Duplicate Code, -401, 0
Long Methods, -401, 0
Ugly Variable Names, -401, 0

-------- day 405 --------
name, sellIn, quality
Ring of Cleansening Code, -395, 0
Good Wine, -403, 50
Elixir of the SOLID, -400, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -390, 0
Backstage passes for Re:Factor, -395, 0
Backstage passes for HAXX, -400, 0
Duplicate Code, -402, 0
Long Methods, -402, 0
Ugly Variable Names, -402, 0

-------- day 406 --------
name, sellIn, quality
Ring of Cleansening Code, -396, 0
Good Wine, -404, 50
Elixir of the SOLID, -401, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -391, 0
Backstage passes for Re:Factor, -396, 0
Backstage passes for HAXX, -401, 0
Duplicate Code, -403, 0
Long Methods, -403, 0
Ugly Variable Names, -403, 0

-------- day 407 --------
name, sellIn, quality
Ring of Cleansening Code, -397, 0
Good Wine, -405, 50
Elixir of the SOLID, -402, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -392, 0
Backstage passes for Re:Factor, -397, 0
Backstage passes for HAXX, -402, 0
Duplicate Code, -404, 0
Long Methods, -404, 0
Ugly Variable Names, -404, 0

-------- day 408 --------
name, sellIn, quality
Ring of Cleansening Code, -398, 0
Good Wine, -406, 50
Elixir of the SOLID, -403, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -393, 0
Backstage passes for Re:Factor, -398, 0
Backstage passes for HAXX, -403, 0
Duplicate Code, -405, 0
Long Methods, -405, 0
Ugly Variable Names, -405, 0

-------- day 409 --------
name, sellIn, quality
Ring of Cleansening Code, -399, 0
Good Wine, -407, 50
Elixir of the SOLID, -404, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -394, 0
Backstage passes for Re:Factor, -399, 0
Backstage passes for HAXX, -404, 0
Duplicate Code, -406, 0
Long Methods, -406, 0
Ugly Variable Names, -406, 0

-------- day 410 --------
name, sellIn, quality
Ring of Cleansening Code, -400, 0
Good Wine, -408, 50
Elixir of the SOLID, -405, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -395, 0
Backstage passes for Re:Factor, -400, 0
Backstage passes for HAXX, -405, 0
Duplicate Code, -407, 0
Long Methods, -407, 0
Ugly Variable Names, -407, 0

-------- day 411 --------
name, sellIn, quality
Ring of Cleansening Code, -401, 0
Good Wine, -409, 50
Elixir of the SOLID, -406, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -396, 0
Backstage passes for Re:Factor, -401, 0
Backstage passes for HAXX, -406, 0
Duplicate Code, -408, 0
Long Methods, -408, 0
Ugly Variable Names, -408, 0

-------- day 412 --------
name, sellIn, quality
Ring of Cleansening Code, -402, 0
Good Wine, -410, 50
Elixir of the SOLID, -407, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -397, 0
Backstage passes for Re:Factor, -402, 0
Backstage passes for HAXX, -407, 0
Duplicate Code, -409, 0
Long Methods, -409, 0
Ugly Variable Names, -409, 0

-------- day 413 --------
name, sellIn, quality
Ring of Cleansening Code, -403, 0
Good Wine, -411, 50
Elixir of the SOLID, -408, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -398, 0
Backstage passes for Re:Factor, -403, 0
Backstage passes for HAXX, -408, 0
Duplicate Code, -410, 0
Long Methods, -410, 0
Ugly Variable Names, -410, 0

-------- day 414 --------
name, sellIn, quality
Ring of Cleansening Code, -404, 0
Good Wine, -412, 50
Elixir of the SOLID, -409, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -399, 0
Backstage passes for Re:Factor, -404, 0
Backstage passes for HAXX, -409, 0
Duplicate Code, -411, 0
Long Methods, -411, 0
Ugly Variable Names, -411, 0

-------- day 415 --------
name, sellIn, quality
Ring of Cleansening Code, -405, 0
Good Wine, -413, 50
Elixir of the SOLID, -410, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -400, 0
Backstage passes for Re:Factor, -405, 0
Backstage passes for HAXX, -410, 0
Duplicate Code, -412, 0
Long Methods, -412, 0
Ugly Variable Names, -412, 0

-------- day 416 --------
name, sellIn, quality
Ring of Cleansening Code, -406, 0
Good Wine, -414, 50
Elixir of the SOLID, -411, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -401, 0
Backstage passes for Re:Factor, -406, 0
Backstage passes for HAXX, -411, 0
Duplicate Code, -413, 0
Long Methods, -413, 0
Ugly Variable Names, -413, 0

-------- day 417 --------
name, sellIn, quality
Ring of Cleansening Code, -407, 0
Good Wine, -415, 50
Elixir of the SOLID, -412, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -402, 0
Backstage passes for Re:Factor, -407, 0
Backstage passes for HAXX, -412, 0
Duplicate Code, -414, 0
Long Methods, -414, 0
Ugly Variable Names, -414, 0

-------- day 418 --------
name, sellIn, quality
Ring of Cleansening Code, -408, 0
Good Wine, -416, 50
Elixir of the SOLID, -413, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -403, 0
Backstage passes for Re:Factor, -408, 0
Backstage passes for HAXX, -413, 0
Duplicate Code, -415, 0
Long Methods, -415, 0
Ugly Variable Names, -415, 0

-------- day 419 --------
name, sellIn, quality
Ring of Cleansening Code, -409, 0
Good Wine, -417, 50
Elixir of the SOLID, -414, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -404, 0
Backstage passes for Re:Factor, -409, 0
Backstage passes for HAXX, -414, 0
Duplicate Code, -416, 0
Long Methods, -416, 0
Ugly Variable Names, -416, 0

-------- day 420 --------
name, sellIn, quality
Ring of Cleansening Code, -410, 0
Good Wine, -418, 50
Elixir of the SOLID, -415, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -405, 0
Backstage passes for Re:Factor, -410, 0
Backstage passes for HAXX, -415, 0
Duplicate Code, -417, 0
Long Methods, -417, 0
Ugly Variable Names, -417, 0

-------- day 421 --------
name, sellIn, quality
Ring of Cleansening Code, -411, 0
Good Wine, -419, 50
Elixir of the SOLID, -416, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -406, 0
Backstage passes for Re:Factor, -411, 0
Backstage passes for HAXX, -416, 0
Duplicate Code, -418, 0
Long Methods, -418, 0
Ugly Variable Names, -418, 0

-------- day 422 --------
name, sellIn, quality
Ring of Cleansening Code, -412, 0
Good Wine, -420, 50
Elixir of the SOLID, -417, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -407, 0
Backstage passes for Re:Factor, -412, 0
Backstage passes for HAXX, -417, 0
Duplicate Code, -419, 0
Long Methods, -419, 0
Ugly Variable Names, -419, 0

-------- day 423 --------
name, sellIn, quality
Ring of Cleansening Code, -413, 0
Good Wine, -421, 50
Elixir of the SOLID, -418, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -408, 0
Backstage passes for Re:Factor, -413, 0
Backstage passes for HAXX, -418, 0
Duplicate Code, -420, 0
Long Methods, -420, 0
Ugly Variable Names, -420, 0

-------- day 424 --------
name, sellIn, quality
Ring of Cleansening Code, -414, 0
Good Wine, -422, 50
Elixir of the SOLID, -419, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -409, 0
Backstage passes for Re:Factor, -414, 0
Backstage passes for HAXX, -419, 0
Duplicate Code, -421, 0
Long Methods, -421, 0
Ugly Variable Names, -421, 0

-------- day 425 --------
name, sellIn, quality
Ring of Cleansening Code, -415, 0
Good Wine, -423, 50
Elixir of the SOLID, -420, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -410, 0
Backstage passes for Re:Factor, -415, 0
Backstage passes for HAXX, -420, 0
Duplicate Code, -422, 0
Long Methods, -422, 0
Ugly Variable Names, -422, 0

-------- day 426 --------
name, sellIn, quality
Ring of Cleansening Code, -416, 0
Good Wine, -424, 50
Elixir of the SOLID, -421, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -411, 0
Backstage passes for Re:Factor, -416, 0
Backstage passes for HAXX, -421, 0
Duplicate Code, -423, 0
Long Methods, -423, 0
Ugly Variable Names, -423, 0

-------- day 427 --------
name, sellIn, quality
Ring of Cleansening Code, -417, 0
Good Wine, -425, 50
Elixir of the SOLID, -422, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -412, 0
Backstage passes for Re:Factor, -417, 0
Backstage passes for HAXX, -422, 0
Duplicate Code, -424, 0
Long Methods, -424, 0
Ugly Variable Names, -424, 0

-------- day 428 --------
name, sellIn, quality
Ring of Cleansening Code, -418, 0
Good Wine, -426, 50
Elixir of the SOLID, -423, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -413, 0
Backstage passes for Re:Factor, -418, 0
Backstage passes for HAXX, -423, 0
Duplicate Code, -425, 0
Long Methods, -425, 0
Ugly Variable Names, -425, 0

-------- day 429 --------
name, sellIn, quality
Ring of Cleansening Code, -419, 0
Good Wine, -427, 50
Elixir of the SOLID, -424, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -414, 0
Backstage passes for Re:Factor, -419, 0
Backstage passes for HAXX, -424, 0
Duplicate Code, -426, 0
Long Methods, -426, 0
Ugly Variable Names, -426, 0

-------- day 430 --------
name, sellIn, quality
Ring of Cleansening Code, -420, 0
Good Wine, -428, 50
Elixir of the SOLID, -425, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -415, 0
Backstage passes for Re:Factor, -420, 0
Backstage passes for HAXX, -425, 0
Duplicate Code, -427, 0
Long Methods, -427, 0
Ugly Variable Names, -427, 0

-------- day 431 --------
name, sellIn, quality
Ring of Cleansening Code, -421, 0
Good Wine, -429, 50
Elixir of the SOLID, -426, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -416, 0
Backstage passes for Re:Factor, -421, 0
Backstage passes for HAXX, -426, 0
Duplicate Code, -428, 0
Long Methods, -428, 0
Ugly Variable Names, -428, 0

-------- day 432 --------
name, sellIn, quality
Ring of Cleansening Code, -422, 0
Good Wine, -430, 50
Elixir of the SOLID, -427, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -417, 0
Backstage passes for Re:Factor, -422, 0
Backstage passes for HAXX, -427, 0
Duplicate Code, -429, 0
Long Methods, -429, 0
Ugly Variable Names, -429, 0

-------- day 433 --------
name, sellIn, quality
Ring of Cleansening Code, -423, 0
Good Wine, -431, 50
Elixir of the SOLID, -428, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -418, 0
Backstage passes for Re:Factor, -423, 0
Backstage passes for HAXX, -428, 0
Duplicate Code, -430, 0
Long Methods, -430, 0
Ugly Variable Names, -430, 0

-------- day 434 --------
name, sellIn, quality
Ring of Cleansening Code, -424, 0
Good Wine, -432, 50
Elixir of the SOLID, -429, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -419, 0
Backstage passes for Re:Factor, -424, 0
Backstage passes for HAXX, -429, 0
Duplicate Code, -431, 0
Long Methods, -431, 0
Ugly Variable Names, -431, 0

-------- day 435 --------
name, sellIn, quality
Ring of Cleansening Code, -425, 0
Good Wine, -433, 50
Elixir of the SOLID, -430, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -420, 0
Backstage passes for Re:Factor, -425, 0
Backstage passes for HAXX, -430, 0
Duplicate Code, -432, 0
Long Methods, -432, 0
Ugly Variable Names, -432, 0

-------- day 436 --------
name, sellIn, quality
Ring of Cleansening Code, -426, 0
Good Wine, -434, 50
Elixir of the SOLID, -431, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -421, 0
Backstage passes for Re:Factor, -426, 0
Backstage passes for HAXX, -431, 0
Duplicate Code, -433, 0
Long Methods, -433, 0
Ugly Variable Names, -433, 0

-------- day 437 --------
name, sellIn, quality
Ring of Cleansening Code, -427, 0
Good Wine, -435, 50
Elixir of the SOLID, -432, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -422, 0
Backstage passes for Re:Factor, -427, 0
Backstage passes for HAXX, -432, 0
Duplicate Code, -434, 0
Long Methods, -434, 0
Ugly Variable Names, -434, 0

-------- day 438 --------
name, sellIn, quality
Ring of Cleansening Code, -428, 0
Good Wine, -436, 50
Elixir of the SOLID, -433, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -423, 0
Backstage passes for Re:Factor, -428, 0
Backstage passes for HAXX, -433, 0
Duplicate Code, -435, 0
Long Methods, -435, 0
Ugly Variable Names, -435, 0

-------- day 439 --------
name, sellIn, quality
Ring of Cleansening Code, -429, 0
Good Wine, -437, 50
Elixir of the SOLID, -434, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -424, 0
Backstage passes for Re:Factor, -429, 0
Backstage passes for HAXX, -434, 0
Duplicate Code, -436, 0
Long Methods, -436, 0
Ugly Variable Names, -436, 0

-------- day 440 --------
name, sellIn, quality
Ring of Cleansening Code, -430, 0
Good Wine, -438, 50
Elixir of the SOLID, -435, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -425, 0
Backstage passes for Re:Factor, -430, 0
Backstage passes for HAXX, -435, 0
Duplicate Code, -437, 0
Long Methods, -437, 0
Ugly Variable Names, -437, 0

-------- day 441 --------
name, sellIn, quality
Ring of Cleansening Code, -431, 0
Good Wine, -439, 50
Elixir of the SOLID, -436, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -426, 0
Backstage passes for Re:Factor, -431, 0
Backstage passes for HAXX, -436, 0
Duplicate Code, -438, 0
Long Methods, -438, 0
Ugly Variable Names, -438, 0

-------- day 442 --------
name, sellIn, quality
Ring of Cleansening Code, -432, 0
Good Wine, -440, 50
Elixir of the SOLID, -437, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -427, 0
Backstage passes for Re:Factor, -432, 0
Backstage passes for HAXX, -437, 0
Duplicate Code, -439, 0
Long Methods, -439, 0
Ugly Variable Names, -439, 0

-------- day 443 --------
name, sellIn, quality
Ring of Cleansening Code, -433, 0
Good Wine, -441, 50
Elixir of the SOLID, -438, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -428, 0
Backstage passes for Re:Factor, -433, 0
Backstage passes for HAXX, -438, 0
Duplicate Code, -440, 0
Long Methods, -440, 0
Ugly Variable Names, -440, 0

-------- day 444 --------
name, sellIn, quality
Ring of Cleansening Code, -434, 0
Good Wine, -442, 50
Elixir of the SOLID, -439, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -429, 0
Backstage passes for Re:Factor, -434, 0
Backstage passes for HAXX, -439, 0
